1st,2nd,3rd
3761,6611,6159
0888,4690,7871
0486,3900,5950
7140,3835,2767
4185,7376,9902
6253,6602,6602
0441,3755,4163
7309,3501,4989
5930,2696,7309
8032,5683,7851
1750,5331,5753
5686,5093,6985
8391,0676,1741
9561,8479,6803
0279,2873,1820
8406,6178,3965
4848,7970,4985
3161,2096,8427
2124,3423,8962
9039,9975,3802
2148,0601,5713
2811,4180,6341
2694,3850,3957
0794,3802,3245
2858,9864,8713
7076,0374,1415
6072,2835,5661
6150,0295,0422
1354,3533,8670
3639,0693,8123
6069,0090,9156
7812,1637,0090
2854,9656,8396
1197,8495,8135
7145,6596,4762
4987,7996,2658
6434,1095,1315
7910,7019,4108
0590,2348,2275
5223,6634,0768
1318,2294,4708
1538,2575,7573
6450,9460,2180
2602,6038,2060
4625,3839,5184
3534,3532,7478
4689,8575,0731
5228,6813,2567
2798,3067,6848
5857,3633,2662
1725,9743,9685
9470,8317,5158
6973,1654,1064
6793,7936,6349
7826,1449,0014
1431,0437,0062
8046,2502,4129
4326,8626,8712
4315,2631,8835
7281,9483,9970
4120,4394,9333
5491,4161,2601
8881,7342,4777
7134,7194,9818
9814,3787,7798
0871,0581,9905
2173,7062,8573
0316,0016,6499
5868,6530,9687
2770,7161,6130
6252,8579,3203
0802,1279,0658
7375,4088,4006
7762,2968,9727
2402,7831,3506
6783,6585,5101
0941,3295,5732
0559,5362,8071
7958,8205,2192
2301,3447,5902
4998,7250,1006
2545,6200,2149
6058,2218,6372
8084,5734,9714
5691,4449,2699
5594,2262,3250
8945,5113,2699
5807,1095,1110
8626,3675,9490
4637,8457,0783
6552,5117,9806
1773,0824,6382
3919,1679,8345
0894,1232,4340
7707,4499,7192
0156,0590,6894
6012,7723,7672
6131,6433,3457
0741,2609,8626
8904,3928,9326
4900,0457,8566
5643,0587,0958
8468,4800,3800
4088,7255,5146
6760,7899,3425
4556,7165,3296
3856,5584,6108
3567,7628,6426
8229,6309,8758
7499,4879,5848
6801,3182,5788
6715,0884,0651
4549,7809,4884
4779,4509,3390
7700,4587,5494
3319,1210,6267
9374,2197,0086
4275,6024,5993
4288,8669,5667
0558,2100,6498
1838,3089,9630
5762,7527,6766
7159,6314,4420
1747,3329,5312
6676,7525,2562
7420,5589,9237
3776,0657,9745
0962,7552,3912
1185,6976,9155
2483,3412,0767
6733,8571,0977
3759,7491,5374
1687,2358,4412
4095,2938,2490
1944,0145,5138
9092,5173,8539
2849,7603,0353
6719,9219,9246
2336,2743,0720
6184,8434,6376
1989,9212,6878
6138,9855,8590
4364,3921,9439
5001,7685,0064
7048,7462,7307
6941,1732,3269
8915,1788,2679
4323,5062,6100
4812,0994,5310
8140,4173,8301
7896,8494,0127
4101,9716,1115
6247,1084,4075
6391,7245,6572
8840,4832,4740
7429,0936,5070
7485,8220,6472
6696,1273,4626
0773,9047,3019
8085,5559,2856
3014,9156,1965
5899,4977,5846
4187,0802,3400
2617,5522,4776
6778,3312,1033
4473,0495,4977
0751,1548,9543
0662,6689,2806
7345,7741,5200
2604,9547,8247
5743,0770,9757
0471,4241,8604
4502,0668,4648
5379,8385,8413
7532,6792,6505
0993,9123,2991
0144,9923,9461
9350,5646,7488
5696,2720,7509
8324,9523,3054
1696,6382,4015
5685,4690,1577
0740,1805,1034
2251,5487,3935
4149,8253,1975
2607,3836,8540
2888,0072,8600
9431,2785,9616
4787,3275,9394
9664,4875,1988
7451,7996,1091
8390,2065,8270
0904,6271,3492
3524,1636,2268
4466,0674,9176
9407,2940,0956
1635,7492,6019
3055,1160,8711
5376,1018,2178
1248,1348,0449
8975,9317,5608
2671,8419,8601
2824,1387,8955
2875,2187,7726
3141,7518,0476
5180,5176,3854
7338,3859,6494
8128,1211,0287
0306,3999,8739
7971,0476,9519
2524,0281,0051
6707,7142,4838
4463,1699,2348
6671,2561,8572
1459,7791,7422
8643,2052,5062
4339,9603,1662
7754,1699,8971
2899,2093,5562
9711,6511,1465
4274,5984,6292
5483,4315,5720
3408,5949,8190
7511,9132,1046
1277,8070,4600
4690,2163,0140
4643,1060,0551
2682,3265,8850
0413,4967,4539
0436,5107,9944
6383,5300,7653
8967,9055,3267
8493,7646,4177
2262,9479,1386
4260,6055,0304
0787,9242,5415
9466,3398,5541
4472,7697,5374
2487,1340,5813
7681,6872,3252
1138,0886,2059
7621,0795,9907
6712,6648,3722
9265,2449,5940
1857,5586,3402
7242,5329,0614
2030,4419,6746
6456,4252,0477
8317,9018,4569
7188,8095,1856
7219,7427,9764
7697,0582,9478
7053,1588,3215
1666,6556,0326
3447,6054,1855
2970,2750,8901
4550,7422,1170
8334,9251,9973
5528,7511,3993
7484,2780,4269
0328,1510,7463
1230,6536,1361
4828,7042,4429
1963,6645,5466
6081,6695,3975
7698,0597,0598
9399,8892,1260
3566,3208,0650
8002,4271,0120
1548,0974,1815
0069,0377,0266
9325,5628,8799
9790,1510,7006
6776,0884,8531
8221,6710,8267
9410,9832,4729
3465,0923,0645
6528,9332,2538
3003,0918,2653
4069,4296,6418
5009,5495,3072
0666,3721,6560
9268,0816,5540
2175,5079,1295
2670,2673,4418
1382,2824,3228
5134,3725,2145
2586,0496,3779
2041,2114,6218
2428,2053,2158
3052,7201,6941
4087,5720,1024
8285,7159,2072
3787,3032,3808
3460,4035,0220
3965,9688,8577
9565,3298,8232
7230,7209,9997
0566,9176,0488
2985,2409,4810
2574,8251,4417
7839,5716,4028
1722,7637,6404
9994,3980,2037
6265,6325,4561
9703,9574,2819
8138,3429,1581
2310,5499,7654
9515,3938,5817
0517,4451,7578
4475,7934,8414
4075,8772,4709
2096,4474,7234
5403,0239,3862
2254,0475,5035
7005,9468,4573
7194,3380,9648
0086,9763,3395
4106,8121,1281
4366,1333,0155
4269,3286,7479
6344,6417,1376
0912,9722,9417
8215,6073,7422
0752,5800,6411
0871,0010,3071
5180,1291,1595
0039,2368,4551
9968,2356,1590
2247,1627,3016
5006,8406,6724
4171,7492,5728
0442,2723,4778
8443,2932,7742
5735,5534,7204
7028,0169,9918
8236,5729,8534
2544,9925,1590
1752,0958,0761
1908,2137,5273
6514,2904,5929
6934,1732,9801
6308,4140,4148
7736,9850,4074
4427,3291,6779
6764,6637,6333
6979,3631,4271
7897,8736,3802
0960,3300,3844
9838,1745,0867
9922,2121,1519
8370,4521,0145
0826,5065,6393
9481,1349,6493
0088,4610,2197
7359,8831,8572
0545,7103,4968
3885,1342,9365
4228,0251,6492
8035,6130,6375
1089,9964,1424
7526,8322,7585
6227,2245,3122
1485,6709,4452
8958,9845,9346
8880,0895,1509
0561,3071,2098
8243,1874,2171
2358,0500,8607
0944,8004,2526
0302,5940,0813
4487,5327,2678
7350,8200,9549
7382,2372,7623
0175,8555,5426
6915,0427,0979
2773,3686,3079
1307,8405,3248
9820,8094,4478
0691,7837,9837
2037,6012,3200
6329,7539,1537
6196,5642,9282
0374,7860,2663
9249,9657,1496
3978,0723,1823
8436,3187,4056
9564,1607,8823
8835,5625,3065
8259,9476,1460
8560,2912,1583
0158,2231,5446
7988,6745,3789
4080,4507,3978
9726,4505,8135
3618,6959,2269
3648,4880,5819
6347,4841,6540
9599,9206,8658
2861,3623,5899
7672,3860,3357
6883,4918,6512
6314,1464,3279
2927,6124,5680
5695,0238,3382
7628,9297,4891
7665,1370,4613
6498,6751,4607
7428,8197,9640
9956,6215,3248
2504,7747,8828
2940,3326,8607
8098,2729,2775
3320,3438,5683
6974,4097,9052
1629,7130,5314
5600,9120,6891
9245,2828,1428
8715,4983,5581
9716,1498,6438
7980,9168,2767
6037,4159,3231
9153,0562,3307
3169,1027,4085
7570,4514,7295
6512,5609,1141
7373,3460,8648
7232,7812,2480
3841,2709,9827
8829,2953,7026
8764,8089,1225
9437,5936,2819
3054,0442,5799
6553,7451,7947
5453,0687,2588
9978,1438,2564
4058,2041,7844
4280,6201,3099
8689,1251,5802
3247,0460,1604
3761,3158,9460
1889,1296,2467
8640,8861,6232
6770,4862,9020
6158,8465,5245
2273,4453,0462
0930,7471,3591
0049,0112,1189
4155,0808,4274
8182,2114,9871
3541,0782,5207
8475,8305,1147
0475,8874,6310
5184,9538,0771
1058,8006,3276
1563,3525,4247
0525,6175,3267
0551,6904,9231
0668,1568,3452
1578,4502,7696
0251,1292,8111
7219,2007,6520
1644,8874,8158
8598,0841,1131
5653,7200,6847
9035,2639,6025
2318,6466,3506
4973,0254,4228
7595,9225,8017
8842,6836,5112
3412,1490,1788
5685,8977,6755
9047,0037,9400
1403,6998,4609
9078,2715,6726
5827,1119,0520
2055,8868,7509
2482,5635,8548
9153,7121,9564
0263,7590,2466
8442,8612,9101
5730,7597,2157
9958,7361,2240
5780,0079,2100
4048,2213,1026
4586,9917,1262
1039,4121,8308
9044,5139,1209
8078,4524,9446
2257,1919,4121
9950,6540,0985
8284,1688,1431
6512,6548,5613
0344,2202,3150
5222,8452,8084
5082,8827,8368
6297,9984,4301
5539,2882,2733
0823,6267,4929
9284,5936,1888
5056,9563,0436
0254,4274,9022
6968,6976,4699
8988,2461,4831
8355,8998,7465
2506,3165,1331
6071,1571,6309
2325,4546,0074
1306,2972,7443
0230,2545,6624
4123,5767,0131
7090,7726,1389
0411,4065,8106
4489,8893,5815
8749,9393,7336
9403,0037,6916
1578,8980,9989
9214,8435,1044
1587,0314,7266
3248,2311,4207
3874,5638,5239
1591,4155,4335
8651,0681,2861
5558,1849,5128
9171,1508,5089
0786,7545,2971
5167,2374,7115
8297,4805,1348
8465,1999,4157
9737,0561,6139
2189,0143,9603
2737,2468,3795
7404,6530,1853
0079,2095,6658
1687,0552,4195
7384,9206,6332
3102,2409,2155
8501,2994,9669
9223,4901,8149
5875,0021,9748
9170,1491,9424
9798,7429,5170
0329,3228,7993
2673,9993,3821
2433,7623,9032
3015,6163,2183
2041,0689,1991
0141,7194,9140
8380,9371,5663
3144,2457,3824
9410,3174,4478
6973,0117,4764
7776,4558,7188
3509,0922,9212
7850,3451,5953
7060,4755,0880
4808,3934,8249
9463,8237,6882
0511,4646,9206
7180,4563,0364
0960,5979,1059
4078,9310,0695
4903,7147,9519
5546,3157,5670
1654,8056,1072
2969,1732,4568
5602,4927,3282
5541,4136,4330
8184,9626,7026
6424,8513,4139
8299,4962,0874
6935,5403,8354
6119,3186,9831
1038,0187,4452
7955,0636,3979
8890,0291,2403
1763,9352,4276
3603,7462,7996
4999,6006,3707
7484,0949,8714
6263,8551,6827
2023,1679,7549
6682,8325,1583
7960,0326,7913
0777,4690,1932
6251,7019,8050
7998,3903,2141
9315,9805,9311
4924,7831,5733
0656,9164,6031
8661,1284,7303
5377,1725,3202
8443,1230,6431
4840,5932,1059
8078,1003,1759
4173,4104,7403
5379,4928,4332
5371,3663,6956
6509,0955,9082
6253,0712,1483
4936,4923,7332
7660,5307,8771
9788,8637,8067
3197,9253,3623
4748,8078,9580
7585,6841,9842
4681,0571,0628
6161,6508,0352
7818,1155,9179
6356,8774,1759
0666,9577,7540
5204,3457,2267
7331,4087,7529
6496,8719,4213
4159,1414,9443
3536,1899,6618
4587,8282,0769
2714,0470,3974
2850,1849,5421
8834,8212,9242
3134,9681,5275
0640,4805,8704
9566,2080,4413
1226,5965,2851
5752,0288,4404
1390,3131,3286
6120,5809,4258
7668,3812,6642
9781,8947,0595
2230,4835,4086
8416,8583,9038
3616,3592,1210
0623,2231,6996
4504,6518,3096
7895,2124,3412
8428,5088,4898
1008,1536,3979
2968,4522,7445
5554,0421,6423
0320,9337,0192
8484,5938,6163
8796,1403,6755
2630,2590,1110
7735,3575,5015
5829,7275,4584
4701,8468,6383
5063,1143,4416
7643,5697,8091
0662,4281,2742
5999,2346,9246
6332,3965,6538
9276,1769,6142
0832,8539,1048
7449,6751,9859
4917,8539,7522
9548,8315,5923
6686,2928,1434
3970,3443,5570
2487,8994,2444
9475,0967,5009
0380,2443,7730
4497,2986,0372
1038,7921,7819
4712,7155,5059
3455,6939,2809
3173,0084,3864
3515,0011,8770
9743,8026,4124
2726,0099,5573
1335,9199,5531
4896,8430,0484
8360,9249,3995
0338,8976,8368
3484,3005,1953
0924,1200,1412
7135,2036,9453
9394,9790,5144
0488,7765,3943
6133,6587,0653
1215,5838,2179
0478,9227,5192
4863,2313,7312
6152,4419,8401
5468,1708,1777
6836,4957,7277
7731,7434,4067
1262,0820,8164
3447,6876,5605
5044,2706,6934
4637,0038,8625
1903,1006,4410
3181,6892,5050
0025,3418,6561
3215,6765,4283
1064,1196,5457
3027,2153,9442
9885,8941,6675
3608,5811,8842
4818,2354,6180
1538,4891,8822
5150,0362,3503
6766,4131,9172
7652,7360,2824
8996,3821,5751
1899,2200,9733
3502,6886,6224
9268,5392,7374
8713,9470,0508
2136,6724,7933
6714,1543,8140
1356,1348,0089
9725,3640,8836
0660,6603,3934
0854,8950,0650
3250,0141,6483
1832,7508,3536
9052,6727,1290
3797,0535,2631
9690,0397,6140
6112,9506,8819
7519,7559,9645
2340,7753,8207
3003,1288,9612
1099,4975,1478
8561,5391,8162
1059,2764,1239
7529,3846,5247
4971,4417,2482
0260,4464,6344
0487,6583,3870
4510,3396,1492
5549,6726,7391
5873,8120,5031
0321,4244,1242
8730,7957,1443
4641,7326,2549
7779,4112,7128
5667,9098,7412
4744,6102,3539
4634,8411,0536
3240,7157,4601
2459,3962,2784
1125,9575,5414
6639,1089,9328
4819,8558,1885
1041,3303,6741
5619,0115,0462
3886,3010,7953
4619,0995,7069
9791,2036,8341
7581,3110,4237
8592,3710,3552
8928,0329,2703
4571,9082,3830
1309,2820,9982
9167,7017,9170
9128,0170,0155
7778,0159,2616
2680,2245,2964
7792,8490,5978
9217,7616,6264
2631,2400,4807
9419,1565,3482
1893,7161,2766
8907,0489,4605
7035,6592,5235
9626,6228,2762
3817,5620,8595
6774,0757,7964
0275,4423,3222
2001,1733,6475
7459,9321,4562
6110,6370,9567
5997,9640,0176
1672,1014,2009
7838,1628,4818
4873,0198,4858
8852,5014,2650
0905,3308,0705
3348,5044,0687
2962,3285,4302
7050,9530,8662
8195,7130,7827
0949,3522,9035
0210,5059,3091
4241,1318,1473
4923,7742,1768
3716,0148,9264
1979,1041,2510
7917,6766,8232
6217,0729,5460
9194,6777,2554
9904,4004,6252
4299,7712,2655
0080,0636,0950
7111,6618,1769
2106,3350,1201
5438,2059,9641
7304,6298,6855
4126,8059,0680
9749,1679,4576
4182,8753,7273
8074,7180,0614
6508,5586,7489
5146,7656,9313
5002,5584,3494
8508,6705,7568
6109,1452,8354
1914,6044,1278
4504,0782,4736
0652,7237,4772
2493,1470,0512
6981,4686,3076
5120,5266,7262
2103,5467,6942
7499,5123,1857
8948,8441,7677
3237,7569,4116
5163,8586,1641
5516,6910,5153
5568,3248,1258
1235,3236,2632
9709,5837,0866
4813,9490,0292
4344,5811,8055
4719,8040,9182
3307,8798,9234
6484,5900,7885
9679,9908,3011
9046,7472,5907
6588,1550,5599
2425,3512,4632
6431,8744,4187
2126,7539,6015
4858,4220,0158
9060,1207,0423
4640,0189,0349
8800,6706,2056
0542,8354,9880
0150,8487,6627
6991,3390,8903
5506,5847,4630
7696,1946,4884
1393,8831,6788
4925,0211,6541
2061,9631,2400
0138,2853,4845
4224,5540,6079
8512,4891,9760
4346,2572,5460
0253,4465,3448
5684,4802,7208
8201,5671,1631
9641,1474,8206
4446,6268,4062
3990,4175,8590
4247,7195,7192
7874,0807,5939
4961,4070,4720
7532,0600,3051
1549,5871,6398
3343,4171,4456
5424,4908,0685
8910,4219,3070
6652,6864,2588
4360,7570,7175
8647,6786,4421
4389,7835,9664
5771,7290,3020
1160,3002,7304
9690,8587,3935
8603,7291,6036
3960,0119,7917
4974,4661,8301
5013,5721,3074
6786,1609,0099
9602,1374,4913
2958,5121,6598
9186,4782,0888
0683,0754,0126
6442,4473,8947
3765,9550,8779
2339,7453,7927
0765,7351,6776
5753,0066,5254
3072,8597,0247
8222,4868,7315
4084,6420,8764
5802,0058,4478
4497,2749,7362
9174,8758,3294
8381,4917,9360
2762,8747,6340
3760,6405,2749
4745,9409,7546
0736,5444,9879
3466,8427,1440
9158,8546,1425
5823,0525,5405
9284,3198,6624
2745,9029,4751
7932,3337,8476
4463,3483,1092
1794,4976,4876
3255,4583,9954
8430,1569,5971
1023,9379,9422
9142,0833,4707
6310,1550,8237
8045,6816,0268
0139,2586,0210
2884,3971,5132
6899,0082,6966
3458,3452,2592
2071,9418,6673
3850,4668,9540
7068,0904,9464
0722,0488,0458
7581,2015,5082
6830,2147,7885
4344,8791,0987
1670,3208,1876
8553,9516,0962
2059,1290,1034
0778,9393,7749
7516,0301,6185
7422,3496,4634
2156,2242,0789
5152,1401,8280
8438,3644,4429
9911,1715,1933
9668,3834,3538
1629,1125,9645
6391,6521,5410
5142,8539,5578
3136,1103,3517
2182,1769,4262
7418,7965,9865
4822,0293,2676
9807,8661,6422
5151,8188,3003
9656,3704,0057
8242,0223,9602
1353,9842,8058
7164,0159,3703
7586,2295,3446
0865,7003,0793
4532,2741,5266
5675,9671,6532
6026,5922,0964
8493,4018,6812
3651,8897,9120
7871,6296,8907
1546,8199,4981
9085,2946,8637
3204,2359,0090
7579,3852,2302
9655,9359,2969
3890,1895,9721
0793,2513,6750
0109,4361,8061
0833,9324,9980
4317,7499,5671
4397,6840,9722
4602,6079,5860
7676,1780,1722
0598,6540,2513
0623,2913,4704
3538,2412,4472
3735,0081,4472
9930,2205,3764
0117,4636,4118
4250,6525,6815
0568,5838,4806
9545,4887,0223
7638,1766,3217
6969,8298,9389
7768,4155,3335
6253,1772,7363
7032,2247,2740
2042,8023,2755
2043,5702,6408
7222,4349,3048
0360,8066,1979
2662,8684,9665
5985,0660,1619
8474,0850,6008
5754,5523,3715
0941,4724,7798
8862,3344,6688
3763,6478,2222
6728,5273,9711
4907,6911,5804
9143,7726,8640
9569,6424,4199
3352,7577,5773
1525,6448,7679
7510,5783,0557
9759,0644,2812
6912,5575,4287
3877,7284,2077
4189,8760,4532
8702,4746,3206
4002,3447,2912
4320,1651,2844
8613,4931,7548
4937,3212,4487
9367,7159,2732
3207,7173,1071
1215,3174,0723
9529,3443,1949
0856,3261,5266
0590,8093,0828
7381,8444,5480
1782,3908,7275
8926,6897,0035
5100,8730,3848
8461,4892,4018
7100,3828,1376
3817,4921,8249
0384,5821,3451
6172,0404,4591
5664,5128,3104
0149,0664,8849
1468,8526,4062
8706,9155,5675
3539,3423,4702
3645,8907,5488
1904,5712,6449
1094,8698,2651
9068,3681,5136
4316,2982,6534
7182,4421,7814
0345,6436,9117
7772,9159,6417
9153,8589,7957
7879,7593,8016
9690,0772,9371
6771,7007,1090
4114,1584,3647
2307,6861,7069
3332,6569,5865
2587,9531,3716
7550,4893,8152
4558,5791,1268
1468,0278,3488
3236,9027,9245
9238,2557,4538
4094,7869,7715
9935,2212,2617
8960,6048,6123
7720,9110,7916
3861,2379,9623
1596,3216,7932
1290,9054,7146
1692,4886,3577
3877,3991,1480
4143,7273,4661
9772,8018,3589
8380,2685,6603
5425,0775,5255
9509,3504,9328
0607,1296,8978
6993,3926,2339
0154,0083,9361
7195,3584,8075
0797,4760,6925
2406,5619,1678
5952,2658,8574
7835,1597,4869
8148,0729,7466
9007,0471,6306
6492,3697,9081
7166,1652,8205
6315,7244,5172
6053,0071,7887
0712,1348,8526
0076,6095,4757
8758,2025,3419
3850,0698,7144
4290,3554,5373
7544,2550,3810
1073,7106,4931
0689,2747,0197
8536,0621,7014
0555,4007,5540
2611,0403,2685
2958,4772,2387
1550,4107,6204
1112,4805,3389
2900,1880,4036
9894,1464,1837
8731,7603,7231
1386,1840,2636
3997,1019,5550
0900,8471,3653
2452,3085,3930
5241,1589,4746
9063,8529,5109
5380,6790,2300
8716,8307,2164
6452,2443,8349
6535,5586,2368
3295,3086,0859
5925,1469,6311
3635,8725,2352
4302,6309,4758
4056,2338,6123
6990,2485,0507
0041,7562,1753
1886,2766,9193
3259,7353,6119
3441,1065,4124
1172,8272,9785
4675,2860,2616
3561,3477,4957
8887,3678,1405
8088,7533,2874
7093,4166,1341
7340,3768,0813
9364,9316,7703
6803,7834,5134
7291,0339,5971
2280,3929,5190
4930,5291,1174
0055,7174,7371
8116,8082,5419
1767,3103,1197
5574,5994,1526
1745,2818,8628
2944,4966,6897
8948,0042,0068
3406,4884,3669
9385,6065,7200
7460,5050,0902
1772,3461,4513
1869,1325,9362
7102,2624,8362
1723,1127,2143
5405,8754,9486
2047,8705,8787
1342,4994,2721
0740,9154,6157
4390,0241,0898
9500,9479,3490
2867,0800,7817
2686,6689,8782
3587,0944,5349
3932,1855,3657
0339,1272,5733
2484,7381,3099
7372,8351,0483
9879,8092,3567
0624,6580,0825
6075,3024,9041
5905,2631,5324
0321,1912,2710
8838,2282,4486
0604,2405,6478
4962,5938,3800
2365,3361,4652
5561,6611,5226
2023,5198,6451
1614,6467,9112
0394,5562,1732
6714,2364,3525
9118,0444,0982
2633,1832,2433
4945,1445,3703
7153,3171,0048
7350,4623,4235
9207,6035,6017
2929,7321,4246
0351,9943,9999
7844,5719,5846
9339,7723,9720
3408,7827,2147
3138,2235,0074
2639,9509,5421
6720,3351,7422
7403,7948,4270
4135,1385,6013
6647,7056,8649
4873,1140,0526
0920,1201,9312
0501,2774,9456
1423,0648,0814
9077,5176,4274
2871,3623,2030
8523,2691,9697
8265,3783,1862
9691,6143,3086
5816,5740,0482
3030,0937,5212
9147,0705,3483
2237,5979,7059
7287,6208,7862
2860,2185,0652
8058,2756,0278
8309,1979,1448
9390,9487,2172
4663,1656,8567
5275,4524,2948
9630,0340,1002
6039,9953,2871
7916,2444,6400
3566,3817,1138
1702,4776,0837
5116,4894,0643
3408,0152,9465
4203,5847,3505
6730,9664,6634
1308,8002,9167
6334,5349,1468
5609,5795,4344
5446,1137,5416
3169,6730,0458
1212,8139,1981
7561,9811,3128
1329,3878,0082
9477,6135,8320
8521,3002,6439
3202,3422,6429
6698,7380,1143
7553,3494,0846
3873,6629,6502
8243,2966,7695
4754,4559,2974
4340,8755,6587
2723,2316,4064
0146,6202,4708
2647,0741,8153
7939,9786,2424
2827,2254,9957
3676,4457,7190
1774,0078,9192
8313,6236,5194
1156,2670,4264
9511,3856,7260
2142,6549,1865
7041,6435,0222
3444,3826,2698
2427,8613,4294
7027,5036,0671
7551,3178,1950
7423,1009,5905
8170,1064,7571
4241,6292,5134
4488,5927,4560
2025,7302,1751
3498,9537,7795
9303,4827,5345
3735,2768,9780
1951,1575,1031
2467,9880,7618
5127,4550,2173
7479,4362,9802
8640,9251,2970
7564,5194,7146
9188,6430,0129
6218,1480,7595
2918,7201,0672
6258,7171,9856
0584,0394,9594
9716,8404,2169
1796,6073,0423
5850,2069,6924
2524,9182,5736
1379,4727,2650
9772,6965,4648
0145,2019,8513
2746,3935,6825
5052,2811,7028
9614,6073,0156
8434,4408,4921
6304,2307,8387
5887,4991,5396
2613,0602,3566
7351,4131,5706
9630,0803,1219
5112,7496,5924
2370,1437,8909
6463,8247,0943
0210,4932,3749
2536,9197,3389
1247,9370,6923
3635,4541,8843
1429,5777,2233
9746,3928,7425
9069,1494,7291
1853,3656,8647
2617,9151,3298
4368,3985,6596
5445,5886,2444
5663,1723,0117
6715,0431,3103
8399,4013,0929
4670,0476,2364
1447,1642,4944
4308,2968,9095
3170,7407,8927
9983,1184,8234
8473,1298,3767
7000,9668,6486
7489,3658,7415
1450,9626,9596
4987,6667,1858
7059,7381,0518
6126,0543,0049
7844,0788,1194
9900,4816,6630
8961,7924,5077
0065,8072,0882
1154,8885,4129
6681,6207,1897
0540,0642,1444
0809,3370,6433
8423,8026,6800
0749,1852,4618
2518,1179,2177
0646,1294,6058
0949,7852,7893
0783,7906,3513
8550,3685,9169
8263,4278,5255
8004,9998,9884
8035,5586,8323
1558,1533,6815
2362,4526,3766
7006,2364,0286
6264,3519,4031
1564,1680,1189
3049,7870,8789
7645,3476,8792
6247,6469,7521
5433,2077,6709
7333,7355,5212
1936,4048,8131
8987,7483,5174
3784,4709,2376
5607,9307,1223
0718,0207,7810
1604,1016,3257
5306,6738,0237
4481,1024,7250
9014,4243,0480
0453,8539,4110
1353,2505,9193
8465,4185,6561
9996,9350,9393
9961,8597,8826
0507,3148,0837
3371,4804,5848
2606,6198,5323
9506,4354,6240
4638,7010,7891
0481,1358,3680
3282,3303,0717
0850,6743,6008
5339,4548,2559
4963,2751,9327
6844,7023,3061
2123,1576,5377
0199,5851,5159
8249,3081,4330
8415,4373,7830
6640,8839,3810
5144,7420,4951
4656,9896,8762
0724,9677,6590
9352,0074,1162
6607,8930,1589
6206,7820,4469
7851,9152,6290
3088,4810,6152
2976,0833,3692
7557,2686,9540
7994,4036,8908
7197,0047,6474
1576,5191,9640
6564,9418,1652
3298,9835,4770
7620,5199,7851
9574,2184,5434
0153,7743,5729
2935,9688,0422
1789,1331,1421
2620,7395,5604
8774,9215,3356
1160,6629,8705
2914,8449,4236
7860,2965,6009
2239,4147,2437
9577,1850,9818
6262,7802,1811
6171,8074,4486
8308,7633,3845
4128,9480,6585
0686,3002,8870
7370,6064,3931
4161,5192,0845
6392,5350,7717
3004,5905,2716
1439,7933,6723
5056,6925,0869
3282,8946,3999
5746,2847,4054
9243,1537,1746
7179,7836,0943
0970,2777,8738
6048,3554,0015
3413,4064,5091
6416,8547,4392
2266,9356,5889
1656,5309,7045
9330,1056,1110
1505,6969,0016
7382,0253,6056
3449,1341,7894
9067,2918,9516
4257,9010,9670
7106,4137,1279
6214,1116,0311
2515,9933,6190
5808,5106,5783
9987,1448,8204
9793,7506,1375
7844,4480,0444
7092,4493,7808
2575,1503,6647
2569,6277,8891
5797,8629,2495
7653,4262,6080
5074,4651,1725
5538,8359,0359
2495,2560,7569
4642,6730,6865
4691,9593,8995
0749,6630,1069
0769,0392,4738
6473,9729,3848
2314,5016,6222
7311,6271,9320
2980,7374,6586
8068,0052,4658
0426,7049,7933
